,Unnamed: 0,title,price,bedrooms,bathrooms,area,location
110,110,Westgate - House,"$125,000",3 bedrooms,3 bathrooms,1000 m²,harare west
111,111,Colne Valley - House,"$690,000",4 bedrooms,2 bathrooms,6283 m²,harare north
112,112,Newlands - House,"$850,000",4 bedrooms,3 bathrooms,7800 m²,harare north
113,113,"Newlands - House, Townhouse Complex","$350,000",3 bedrooms,2 bathrooms,500 m²,harare north
114,114,Pomona - Townhouse Complex,"$375,000",3 bedrooms,3 bathrooms,578 m²,harare north
115,115,Chisipite - House,"$1,200,000",5 bedrooms,4 bathrooms,8090 m²,harare north
116,116,Glen Lorne - House,"$450,000",4 bedrooms,not stated,5132 m²,harare north
117,117,Shawasha Hills - House,"$575,000",4 bedrooms,3 bathrooms,14164 m²,harare north
118,118,Waterfalls - House,"$150,000",3 bedrooms,not stated,3000 m²,harare south
119,119,Zimre Park - House,"$75,000",5 bedrooms,2 bathrooms,670 m²,harare east
120,120,Chisipite - House,"$680,000",4 bedrooms,2 bathrooms,7000 m²,harare north
121,121,Belgravia - House,"$550,000",5 bedrooms,3 bathrooms,3200 m²,harare north
122,122,Monavale - Townhouse Complex,"$210,000",4 bedrooms,3 bathrooms,320 m²,harare west
123,123,Hogerty Hill - House,"$1,250,000",5 bedrooms,not stated,42898 m²,harare north
124,124,Highlands - House,"$500,000",5 bedrooms,not stated,2800 m²,harare north
125,125,Norton - House,"$250,000",8 bedrooms,not stated,3040 m²,norton
126,126,Belvedere - House,"$190,000",4 bedrooms,2 bathrooms,1400 m²,harare west
127,127,Helensvale - House,"$1,200,000",4 bedrooms,3 bathrooms,27113 m²,harare north
128,128,Mabvuku - House,"$48,000",3 bedrooms,1 bathrooms,250 m²,harare high density
129,129,Mabvuku - House,"$23,000",2 bedrooms,1 bathrooms,200 m²,harare high density
130,130,Avondale West - Townhouse Complex,"$200,000",3 bedrooms,2 bathrooms,400 m²,harare west
131,131,"Ilanda - House, Townhouse Complex","$13,500,000",3 bedrooms,2 bathrooms,1200 m²,bulawayo east
132,132,Hogerty Hill - House,"$1,250,000",5 bedrooms,4 bathrooms,40468 m²,harare north
133,133,"Highlands - House, Townhouse Complex","$400,000",4 bedrooms,not stated,400 m²,harare north
134,134,Ruwa - House,"$115,000",3 bedrooms,not stated,420 m²,ruwa
135,135,Milton Park - House,"$300,000",4 bedrooms,3 bathrooms,1029 m²,harare west
136,136,Gletwin Park - House,"$1,200,000",7 bedrooms,8 bathrooms,7169 m²,harare north
137,137,Mount Pleasant - House,"$380,000",7 bedrooms,not stated,3800 m²,harare north
138,138,Eastlea - House,"$280,000",3 bedrooms,2 bathrooms,1500 m²,harare east
139,139,Philadelphia - House,"$400,000",7 bedrooms,7 bathrooms,4000 m²,harare north
140,140,Crowhill Views - House,"$180,000",5 bedrooms,4 bathrooms,1000 m²,harare north
141,141,Chisipite - House,"$565,000",4 bedrooms,3 bathrooms,4040 m²,harare north
142,142,Borrowdale - House,"$625,000",4 bedrooms,2 bathrooms,8093 m²,harare north
143,143,Suburbs - House,"$179,000",3 bedrooms,2 bathrooms,1455 m²,bulawayo east
144,144,Zengeza - House,"$45,000",3 bedrooms,2 bathrooms,400 m²,chitungwiza
145,145,Damofalls - House,"$52,000",4 bedrooms,2 bathrooms,504 m²,damofalls
146,146,Marlborough - House,"$750,000",9 bedrooms,7 bathrooms,8396 m²,harare west
147,147,"Hogerty Hill - House, Townhouse Complex","$300,000",3 bedrooms,2 bathrooms,700 m²,harare north
148,148,Westgate - House,"$125,000",3 bedrooms,3 bathrooms,1000 m²,harare west
149,149,Mount Pleasant - House,"$220,000",2 bedrooms,2 bathrooms,1019 m²,harare north
150,150,Tshabalala Extension - House,"$33,500",3 bedrooms,1 bathrooms,300 m²,bulawayo high density
151,151,Twinlakes - House,"$270,000",8 bedrooms,8 bathrooms,3040 m²,norton
152,152,Mount Pleasant Heights - House,"$300,000",5 bedrooms,4 bathrooms,2209 m²,harare north
153,153,Borrowdale - Townhouse Complex,"$245,000",4 bedrooms,3 bathrooms,1100 m²,harare north
154,154,Chitungwiza - House,"$30,000",3 bedrooms,not stated,2 m²,chitungwiza
155,155,Chitungwiza - House,"$30,000",4 bedrooms,2 bathrooms,231 m²,chitungwiza
156,156,Glaudina - House,"$27,000",2 bedrooms,1 bathrooms,200 m²,harare west
157,157,Haydon Park - House,"$115,000",4 bedrooms,3 bathrooms,890 m²,harare west
158,158,Greystone Park - House,"$580,000",6 bedrooms,4 bathrooms,4407 m²,harare north
159,159,Warren Park - House,"$35,000",5 bedrooms,1 bathrooms,200 m²,harare high density
160,160,New Marlborough - House,"$320,000",4 bedrooms,3 bathrooms,1200 m²,harare west
161,161,Zengeza - House,"$27,000",4 bedrooms,not stated,200 m²,chitungwiza
162,162,Tynwald - House,"$110,000",4 bedrooms,not stated,394 m²,harare west
163,163,Zengeza - House,"$30,000",4 bedrooms,not stated,300 m²,chitungwiza
164,164,Belvedere - House,"$195,000",4 bedrooms,2 bathrooms,1400 m²,harare west
165,165,Highlands - House,"$790,000",5 bedrooms,4 bathrooms,3988 m²,harare north
166,166,Westgate - House,"$170,000",3 bedrooms,not stated,1177 m²,harare west
167,167,Chitungwiza - House,"$37,000",4 bedrooms,1 bathrooms,400 m²,chitungwiza
168,168,Marondera - House,"$120,000",3 bedrooms,2 bathrooms,3426 m²,marondera
169,169,Mbizo - House,"$35,000",3 bedrooms,1 bathrooms,575 m²,kwekwe
170,170,Ruwa - House,no price,4 bedrooms,2 bathrooms,60000 m²,ruwa
171,171,Newlands - House,"$360,000",3 bedrooms,2 bathrooms,2000 m²,harare north
172,172,Budiriro - House,"$60,000",4 bedrooms,2 bathrooms,408 m²,harare high density
173,173,Mt Pleasant Heights - House,"$450,000",5 bedrooms,2 bathrooms,3100 m²,harare west
174,174,Emerald Hill - House,"$350,000",5 bedrooms,3 bathrooms,1731 m²,harare west
175,175,Mount Pleasant - House,"$400,000",5 bedrooms,not stated,3 bathrooms,harare north
176,176,Mount Pleasant Heights - House,"$300,000",3 bedrooms,3 bathrooms,2000 m²,harare north
177,177,Greystone Park - House,"$470,000",4 bedrooms,2 bathrooms,4079 m²,harare north
178,178,Gokwe - House,"$25,000",4 bedrooms,not stated,2500 m²,gokwe
179,179,"Greendale - House, Townhouse Complex","$140,000",3 bedrooms,3 bathrooms,4000 m²,harare east
180,180,Budiriro - House,"$50,000",4 bedrooms,3 bathrooms,370 m²,harare high density
181,181,Msasa - House,"$65,000",4 bedrooms,2 bathrooms,500 m²,harare east
182,182,Newtown - House,"$250,000",4 bedrooms,3 bathrooms,3500 m²,kwekwe
183,183,Madokero - House,"$90,000",4 bedrooms,3 bathrooms,400 m²,harare west
184,184,Colne Valley - House,"$800,000",4 bedrooms,not stated,6700 m²,harare north
185,185,Mount Pleasant - Townhouse Complex,"$270,000",3 bedrooms,3 bathrooms,1000 m²,harare north
186,186,Norton - House,"$60,000",3 bedrooms,2 bathrooms,2704 m²,norton
187,187,Goodhope - House,"$130,000",4 bedrooms,2 bathrooms,3200 m²,harare west
188,188,Bindura - House,"$90,000",3 bedrooms,1 bathrooms,2575 m²,bindura
189,189,Borrowdale Brooke - House,"$320,000",2 bedrooms,1 bathrooms,6700 m²,harare north
190,190,Rydale Ridge - House,"$70,000",2 bedrooms,1 bathrooms,2000 m²,harare high density
191,191,"Monavale - House, House","$90,000",4 bedrooms,not stated,1898 m²,harare west
192,192,Marimba Park - House,"$130,000",6 bedrooms,2 bathrooms,2015 m²,harare high density
193,193,Gumtree - House,"$190,000",not stated,not stated,not stated,not stated
194,194,"Rusape - House, Townhouse Complex","$20,000",4 bedrooms,1 bathrooms,200 m²,rusape
195,195,Upper Hillside - House,"$150,000",3 bedrooms,2 bathrooms,1364 m²,harare east
196,196,Arlington - House,"$169,000",3 bedrooms,2 bathrooms,350 m²,harare south
197,197,Windsor Park - House,"$2,000,000",4 bedrooms,not stated,39400 m²,ruwa
198,198,Budiriro - House,"$45,000",5 bedrooms,1 bathrooms,400 m²,harare high density
199,199,Rockview - House,"$49,000",4 bedrooms,3 bathrooms,1000 m²,harare east
200,200,Westgate - House,"$170,000",4 bedrooms,3 bathrooms,1300 m²,harare west
201,201,Damofalls - House,"$35,000",3 bedrooms,2 bathrooms,300 m²,damofalls
202,202,Avondale - House,"$280,000",4 bedrooms,3 bathrooms,1981 m²,harare north
203,203,Chinhoyi - House,"$40,000",4 bedrooms,1 bathrooms,288 m²,chinhoyi
204,204,Greencroft - Townhouse Complex,"$200,000",3 bedrooms,not stated,3 bathrooms,harare west
205,205,Greencroft - House,"$180,000",3 bedrooms,not stated,400 m²,harare west
206,206,Zimre Park - House,"$130,000",4 bedrooms,3 bathrooms,1200 m²,harare east
207,207,Chiredzi - House,"$220,000",3 bedrooms,2 bathrooms,3200 m²,chiredzi
208,208,Greendale - Townhouse Complex,"$150,000",2 bedrooms,1 bathrooms,4000 m²,harare east
209,209,Mount Pleasant - House,"$400,000",3 bedrooms,3 bathrooms,1939 m²,harare north
210,210,Queens Park East - House,"$45,000",3 bedrooms,1 bathrooms,1500 m²,bulawayo north
211,211,Yeovil - House,"$90,000",3 bedrooms,1 bathrooms,1025 m²,mutare
212,212,Borrowdale - Townhouse Complex,"$230,000",3 bedrooms,2 bathrooms,275 m²,harare north
213,213,Waterfalls - House,"$150,000",3 bedrooms,1 bathrooms,4164 m²,harare south
214,214,Zimre Park - House,"$65,000",3 bedrooms,2 bathrooms,500 m²,harare east
215,215,Nhowe - House,"$60,000",3 bedrooms,2 bathrooms,2704 m²,norton
216,216,Riverside - House,"$100,000",4 bedrooms,2 bathrooms,1806 m²,gweru
217,217,Parktown - House,"$105,000",3 bedrooms,2 bathrooms,1500 m²,harare south
218,218,Mufakose - House,"$34,000",3 bedrooms,1 bathrooms,800 m²,harare high density
219,219,Banket - House,"$160,000",3 bedrooms,2 bathrooms,3092 m²,banket
220,220,Mount Pleasant - House,"$450,000",4 bedrooms,not stated,5000 m²,harare north
221,221,Nyanga - House,"$55,000",3 bedrooms,1 bathrooms,1800 m²,nyanga
222,222,Belgravia - House,"$550,000",5 bedrooms,3 bathrooms,3200 m²,harare north
223,223,New Marlborough - House,"$95,000",4 bedrooms,2 bathrooms,504 m²,harare west
224,224,Hillcrest - House,"$85,000",2 bedrooms,1 bathrooms,1270 m²,bulawayo south
225,225,Budiriro - House,"$45,000",5 bedrooms,2 bathrooms,434 m²,harare high density
226,226,Borrowdale - Townhouse Complex,"$235,000",3 bedrooms,2 bathrooms,1000 m²,harare north
227,227,"Luveve - House, House","$39,000",4 bedrooms,2 bathrooms,312 m²,bulawayo high density
228,228,Zimre Park - House,"$130,000",4 bedrooms,3 bathrooms,1200 m²,harare east
229,229,Glen Lorne - House,"$280,000",4 bedrooms,not stated,1800 m²,harare north
230,230,"Glen Lorne - House, House","$3,200,000",5 bedrooms,4 bathrooms,56650 m²,harare north
231,231,Damofalls - House,"$50,000",4 bedrooms,3 bathrooms,512 m²,damofalls
232,232,Chitungwiza - House,"$22,000",1 bedrooms,1 bathrooms,400 m²,chitungwiza
233,233,Zengeza - House,"$35,000",4 bedrooms,2 bathrooms,300 m²,chitungwiza
234,234,"Parklands - House, Townhouse Complex","$150,000",3 bedrooms,2 bathrooms,30000 m²,bulawayo east
235,235,Adelaide Park - House,"$21,000",2 bedrooms,not stated,200 m²,harare high density
236,236,Hatfield - House,"$95,000",3 bedrooms,not stated,2069 m²,harare south
237,237,Norton - House,"$28,000",4 bedrooms,not stated,200 m²,norton
238,238,Damofalls - House,"$68,000",5 bedrooms,2 bathrooms,800 m²,damofalls
239,239,"Highlands - House, Townhouse Complex","$400,000",4 bedrooms,not stated,400 m²,harare north
240,240,Glen Lorne - House,no price,3 bedrooms,3 bathrooms,64000 m²,harare north
241,241,Damofalls - House,"$56,000",5 bedrooms,not stated,523 m²,damofalls
242,242,Glen Lorne - House,"$3,200,000",5 bedrooms,4 bathrooms,56280 m²,harare north
243,243,Adylinn - House,"$170,000",5 bedrooms,not stated,1509 m²,harare west
244,244,Suburbs - House,"$250,000",3 bedrooms,2 bathrooms,1455 m²,bulawayo east
245,245,"Ruwa - House, Townhouse Complex","$145,000",5 bedrooms,5 bathrooms,600 m²,ruwa
246,246,Belgravia - House,"$620,000",4 bedrooms,3 bathrooms,3346 m²,harare north
247,247,Greendale North - House,"$430,000",4 bedrooms,2 bathrooms,4108 m²,harare north
248,248,Glen Lorne - House,"$500,000",4 bedrooms,not stated,5132 m²,harare north
249,249,Shawasha Hills - House,"$590,000",8 bedrooms,not stated,4299 m²,harare north
250,250,Emganwini - House,"$23,500",3 bedrooms,not stated,200 m²,bulawayo high density
251,251,"Queens Park West - House, Townhouse Complex","$68,000",3 bedrooms,2 bathrooms,6000 m²,bulawayo north
252,252,Kuwadzana - House,"$40,000",4 bedrooms,1 bathrooms,200 m²,harare high density
253,253,Sunning Hill - House,"$95,000",4 bedrooms,not stated,1700 m²,bulawayo east
254,254,Greendale - Townhouse Complex,"$300,000",4 bedrooms,3 bathrooms,500 m²,harare east
255,255,Marondera - House,"$25,000",3 bedrooms,2 bathrooms,400 m²,marondera
256,256,Waterfalls - House,"$120,000",4 bedrooms,not stated,1401 m²,harare south
257,257,Buena Vista - Townhouse Complex,"$120,000",not stated,not stated,3 bedrooms,bulawayo east
258,258,Greencroft - House,"$350,000",5 bedrooms,4 bathrooms,1000 m²,harare west
259,259,Rydale Ridge - House,"$20,000",4 bedrooms,not stated,300 m²,harare high density
260,260,"Bluff Hill - House, Townhouse Complex","$155,000",4 bedrooms,3 bathrooms,4200 m²,harare west
261,261,Arlington - House,"$150,000",3 bedrooms,2 bathrooms,320 m²,harare south
262,262,Charlotte Brooke - House,"$120,000",5 bedrooms,2 bathrooms,1600 m²,harare north
263,263,Suburbs - House,"$210,000",4 bedrooms,3 bathrooms,1 m²,bulawayo east
264,264,Highlands - House,"$385,000",3 bedrooms,1 bathrooms,4265 m²,harare north
265,265,Chisipite - Townhouse Complex,"$450,000",3 bedrooms,not stated,2 bathrooms,harare north
266,266,Goodhope - House,"$220,000",5 bedrooms,not stated,2500 m²,harare west
267,267,Borrowdale - Townhouse Complex,"$320,000",3 bedrooms,2 bathrooms,1000 m²,harare north
268,268,Glen Lorne - House,"$490,000",5 bedrooms,2 bathrooms,15337 m²,harare north
269,269,"Helensvale - House, Townhouse Complex","$423,000",4 bedrooms,2 bathrooms,1500 m²,harare north
270,270,Chitungwiza - House,"$30,000",3 bedrooms,not stated,312 m²,chitungwiza
271,271,New Marlborough - House,"$215,000",5 bedrooms,not stated,2500 m²,harare west
272,272,Sandton Park - House,"$115,000",4 bedrooms,2 bathrooms,1700 m²,harare west
273,273,Marlborough - Townhouse Complex,"$120,000",not stated,not stated,3 bedrooms,harare west
274,274,Highlands - House,"$660,000",4 bedrooms,4 bathrooms,4000 m²,harare north
275,275,Highlands - House,"$320,000",not stated,not stated,7 bedrooms,harare north
276,276,The Grange - House,"$400,000",3 bedrooms,2 bathrooms,4047 m²,harare north
277,277,Glen Norah - House,"$30,000",4 bedrooms,1 bathrooms,304 m²,harare high density
278,278,Rolf Valley - House,"$1,350,000",5 bedrooms,3 bathrooms,8975 m²,harare north
279,279,Cranborne - House,"$120,000",3 bedrooms,1 bathrooms,713 m²,harare south
280,280,Manyame Park - House,"$39,000",4 bedrooms,not stated,200 m²,chitungwiza
281,281,Mount Pleasant Heights - House,"$300,000",5 bedrooms,3 bathrooms,1800 m²,harare north
282,282,Westlea - House,"$68,000",4 bedrooms,2 bathrooms,1205 m²,mutare
283,283,Mabvuku - House,"$23,000",2 bedrooms,1 bathrooms,200 m²,harare high density
284,284,Mabelreign - House,"$150,000",3 bedrooms,1 bathrooms,981 m²,harare west
285,285,Chitungwiza - House,"$32,000",4 bedrooms,2 bathrooms,300 m²,chitungwiza
286,286,Hatcliffe - House,"$20,000",3 bedrooms,not stated,300 m²,harare high density
287,287,Ashdown Park - House,"$120,000",3 bedrooms,1 bathrooms,800 m²,harare west
288,288,Marlborough - House,"$250,000",3 bedrooms,1 bathrooms,8094 m²,harare west
289,289,Mkoba - House,"$35,000",3 bedrooms,2 bathrooms,300 m²,gweru
290,290,Zimre Park - House,"$65,000",3 bedrooms,2 bathrooms,500 m²,harare east
291,291,"Greystone Park - House, Townhouse Complex","$198,000",4 bedrooms,not stated,2 bathrooms,harare north
292,292,Greendale - Townhouse Complex,"$225,000",3 bedrooms,2 bathrooms,4000 m²,harare east
293,293,Chinhoyi - Cottage,"$210,000",6 bedrooms,4 bathrooms,3200 m²,chinhoyi
294,294,Carrick Creagh - House,"$85,000",4 bedrooms,not stated,450 m²,harare north
295,295,Burnside - House,"$330,000",4 bedrooms,2 bathrooms,20234 m²,bulawayo east
296,296,Ilanda - House,"$350,000",6 bedrooms,6 bathrooms,2240 m²,bulawayo east
297,297,Rhodesville - Townhouse Complex,"$230,000",4 bedrooms,2 bathrooms,304 m²,harare east
298,298,Eastvale - House,"$100,000",3 bedrooms,2 bathrooms,1468 m²,masvingo
299,299,Mufakose - House,"$25,000",2 bedrooms,not stated,300 m²,harare high density
300,300,Marondera - House,"$130,000",3 bedrooms,2 bathrooms,2399 m²,marondera
301,301,Mabvazuva - House,"$85,000",5 bedrooms,2 bathrooms,600 m²,ruwa
302,302,Waterfalls - House,"$110,000",4 bedrooms,2 bathrooms,970 m²,harare south
303,303,Old Windsor - House,"$155,000",3 bedrooms,2 bathrooms,4954 m²,ruwa
304,304,"Hogerty Hill - House, Townhouse Complex","$400,000",3 bedrooms,not stated,500 m²,harare north
305,305,Madokero - House,"$150,000",4 bedrooms,not stated,400 m²,harare west
306,306,Bluff Hill - House,"$150,000",2 bedrooms,2 bathrooms,500 m²,harare west
307,307,Kariba - House,"$200,000",4 bedrooms,not stated,5777 m²,kariba
308,308,Tynwald - House,"$129,000",4 bedrooms,not stated,400 m²,harare west
309,309,Marondera - House,"$280,000",3 bedrooms,2 bathrooms,4000 m²,marondera
310,310,Avonlea - House,"$290,000",5 bedrooms,3 bathrooms,1532 m²,harare west
311,311,Mount Pleasant - House,"$360,000",8 bedrooms,3 bathrooms,4000 m²,harare north
312,312,Chisipite - House,no price,4 bedrooms,3 bathrooms,4040 m²,harare north
313,313,"Bluff Hill - House, Townhouse Complex","$38,000",3 bedrooms,not stated,300 m²,harare west
314,314,"Mount Pleasant - House, Townhouse Complex","$270,000",3 bedrooms,3 bathrooms,8 m²,harare north
315,315,Chinhoyi - House,"$200,000",6 bedrooms,4 bathrooms,3200 m²,chinhoyi
316,316,"Arlington - House, Townhouse Complex","$180,000",3 bedrooms,2 bathrooms,473 m²,harare south
317,317,Waterfalls - House,"$185,000",3 bedrooms,2 bathrooms,6000 m²,harare south
318,318,Matsheumhlope - House,"$95,000",3 bedrooms,1 bathrooms,3783 m²,bulawayo east
319,319,Mainway Meadows - House,"$90,000",4 bedrooms,not stated,600 m²,harare south
320,320,Mabvazuva - House,"$90,000",4 bedrooms,2 bathrooms,400 m²,ruwa
321,321,Barham Green - House,"$115,000",3 bedrooms,1 bathrooms,1535 m²,bulawayo south
322,322,Rolf Valley - House,"$3,000,000",3 bedrooms,2 bathrooms,31970 m²,harare north
323,323,Gweru CBD - House,"$59,000",4 bedrooms,not stated,1300 m²,gweru
324,324,Hogerty Hill - House,"$265,000",4 bedrooms,not stated,400 m²,harare north
325,325,Damofalls - House,"$60,000",4 bedrooms,2 bathrooms,512 m²,damofalls
326,326,Bluff Hill - House,"$170,000",4 bedrooms,2 bathrooms,1000 m²,harare west
327,327,Helensvale - House,"$450,000",7 bedrooms,6 bathrooms,2500 m²,harare north
328,328,Upper Hillside - House,"$240,000",4 bedrooms,not stated,1212 m²,harare east
329,329,Kariba - House,"$100,000",4 bedrooms,not stated,600 m²,kariba
330,330,"Borrowdale - House, Townhouse Complex",no price,4 bedrooms,4 bathrooms,1800 m²,harare north
331,331,Mt Pleasant Heights - House,"$250,000",5 bedrooms,5 bathrooms,2176 m²,harare west
332,332,Mount Pleasant Heights - House,"$140,000",6 bedrooms,not stated,2180 m²,harare north
333,333,Greendale - House,"$300,000",4 bedrooms,not stated,4000 m²,harare east
334,334,Luveve - House,"$21,500",2 bedrooms,1 bathrooms,312 m²,bulawayo high density
335,335,Marlborough - House,"$110,000",4 bedrooms,2 bathrooms,504 m²,harare west
336,336,Madokero - House,"$145,000",4 bedrooms,2 bathrooms,389 m²,harare west
